no_of_dependents,graduated,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_approved
0,True,False,8400000,24300000,4,785,11900000,10100000,26600000,8500000,True
3,True,False,3800000,11800000,4,694,0,500000,8300000,5100000,True
0,False,False,9900000,22300000,20,613,28400000,8900000,23600000,4900000,True
4,True,True,2900000,8300000,10,318,8700000,4100000,10900000,2100000,False
3,False,True,6000000,18700000,18,783,2800000,8500000,20300000,8800000,True
2,False,False,1700000,5300000,20,761,2500000,500000,3700000,1200000,True
4,True,True,5300000,12000000,10,329,15300000,9300000,17300000,6100000,False
5,False,True,7500000,15000000,14,661,12100000,5800000,29900000,4400000,True
4,False,False,400000,900000,18,339,700000,200000,800000,200000,False
1,True,True,8300000,17700000,10,673,23700000,5300000,28700000,4200000,True
3,True,False,4500000,16900000,18,748,8500000,7200000,15100000,6600000,True
3,True,False,4600000,10000000,4,702,6800000,1500000,16100000,4500000,True
4,False,False,4700000,10300000,12,710,7500000,7700000,16900000,6600000,True
0,True,True,900000,3500000,6,331,2400000,1400000,3500000,1100000,False
1,False,False,2400000,7600000,12,372,5700000,4400000,6600000,1400000,False
0,False,True,3900000,9600000,10,783,9900000,2100000,10900000,3900000,True
0,True,False,8300000,31400000,18,558,13300000,2900000,25900000,6300000,True
4,True,True,4700000,13000000,6,552,5600000,8300000,11900000,2400000,True
4,False,False,3900000,10600000,20,544,4100000,3100000,10900000,4900000,False
2,False,False,400000,1000000,6,425,800000,300000,800000,200000,False
2,False,True,1700000,5100000,18,321,2000000,2800000,5100000,1500000,False
2,True,True,6100000,15500000,8,758,8900000,4000000,13300000,7200000,True
5,True,True,7300000,19600000,10,373,10400000,4700000,19500000,10600000,False
3,False,True,300000,500000,6,876,300000,100000,1100000,300000,True
2,False,False,4300000,14500000,10,594,11400000,700000,14000000,5300000,True
3,False,False,7000000,18400000,18,837,2800000,7900000,15400000,5700000,True
0,False,True,4900000,16500000,4,600,11100000,2200000,12000000,6500000,True
4,True,False,6200000,12400000,20,547,14200000,10800000,17200000,8000000,False
1,False,False,4100000,15800000,12,431,9700000,7300000,15200000,5700000,False
